Timestamp,Num_of_Apps,Total_Users,Avg_Breakdowns,Avg_Response_Time,Avg_Errors,Avg_Uptime,Issue,Deployment_Freq,Success_Rate,Environment
20-05-2024 21:25,20,157,7,33,7,0.307691858,Medium,45,0.713023471,Environment 13
17-05-2024 01:11,9,303,3,47,7,0.347322637,Medium,219,0.864610669,Environment 82
20-05-2024 01:50,20,260,4,18,9,0.918091175,critical,447,0.873514999,Environment 43
16-05-2024 18:01,17,353,1,23,9,0.510144988,low,163,0.680253278,Environment 67
17-05-2024 07:08,17,414,7,31,11,0.919488207,Medium,414,0.856504823,Environment 67
19-05-2024 02:07,12,443,4,31,4,0.912205152,Medium,446,0.564137646,Environment 3
12-05-2024 19:54,18,302,8,50,19,0.833398768,critical,384,0.945866415,Environment 34
20-05-2024 17:53,6,294,7,41,11,0.792082357,low,205,0.599319737,Environment 73
21-05-2024 08:11,19,409,9,9,3,0.640335698,critical,474,0.861917533,Environment 42
13-05-2024 21:36,20,143,10,42,10,0.591447677,low,268,0.677875717,Environment 24
21-05-2024 01:59,10,101,6,37,2,0.315487913,critical,173,0.770030951,Environment 42
12-05-2024 00:31,13,265,0,44,20,0.301273604,Medium,160,0.82282498,Environment 116
20-05-2024 14:19,17,243,7,25,3,0.579975114,low,489,0.948935301,Environment 83
12-05-2024 21:25,12,457,6,16,6,0.315977169,Medium,64,0.789316643,Environment 50
14-05-2024 15:58,19,275,8,18,6,0.817808338,low,398,0.822197831,Environment 10
20-05-2024 21:41,5,128,6,13,4,0.368407034,critical,409,0.752997948,Environment 5
20-05-2024 04:53,17,188,6,45,0,0.340598424,low,193,0.648963595,Environment 7
17-05-2024 17:00,12,267,3,13,5,0.791807001,Medium,448,0.643270963,Environment 32
19-05-2024 00:07,17,498,10,8,9,0.516591122,critical,231,0.536764193,Environment 118
12-05-2024 16:13,6,399,2,38,5,0.782109994,low,117,0.889340821,Environment 111
19-05-2024 02:17,19,244,6,48,17,0.507998517,low,305,0.829641667,Environment 37
14-05-2024 10:09,7,221,10,13,20,0.726810835,critical,310,0.794311748,Environment 105
12-05-2024 09:43,17,196,9,16,2,0.861808314,low,216,0.585983636,Environment 97
12-05-2024 00:45,14,450,6,20,7,0.351545918,Medium,163,0.623402208,Environment 115
16-05-2024 09:06,18,406,7,25,4,0.945867557,low,421,0.543817134,Environment 80
14-05-2024 04:35,17,406,8,14,6,0.734420446,Medium,418,0.852838876,Environment 52
20-05-2024 15:40,9,120,4,20,12,0.322485767,low,489,0.756781594,Environment 59
11-05-2024 17:41,13,423,7,10,6,0.88215801,low,399,0.945983277,Environment 25
16-05-2024 21:28,18,498,10,19,8,0.792467968,low,190,0.51790612,Environment 3
21-05-2024 09:10,19,490,3,38,4,0.914256255,critical,231,0.931745118,Environment 71
12-05-2024 15:03,5,416,10,18,10,0.548219672,Medium,489,0.88208954,Environment 96
20-05-2024 16:20,9,474,6,22,13,0.813645137,Medium,438,0.635630624,Environment 56
13-05-2024 20:02,9,467,9,49,15,0.491101781,Medium,435,0.843018959,Environment 116
14-05-2024 06:26,18,177,6,32,2,0.754927779,critical,422,0.630437633,Environment 80
15-05-2024 16:46,13,368,1,16,19,0.843807228,low,392,0.791362114,Environment 75
13-05-2024 02:56,11,163,4,20,18,0.945329507,Medium,161,0.806772617,Environment 44
20-05-2024 01:48,13,296,0,16,1,0.497760444,Medium,426,0.602992896,Environment 70
21-05-2024 02:58,10,358,7,6,9,0.837577534,critical,248,0.873970204,Environment 55
18-05-2024 22:06,20,470,4,12,8,0.843697078,low,499,0.892124063,Environment 104
20-05-2024 02:00,5,200,7,2,13,0.446652932,low,268,0.525004205,Environment 97
17-05-2024 20:35,8,419,0,23,18,0.451348038,critical,306,0.633810894,Environment 36
14-05-2024 22:49,10,126,7,18,11,0.778618695,low,347,0.754168221,Environment 45
17-05-2024 14:43,8,450,1,25,8,0.656136049,low,419,0.934119908,Environment 8
13-05-2024 11:36,17,114,5,43,7,0.897450351,Medium,239,0.724510532,Environment 67
14-05-2024 07:25,11,171,6,35,18,0.549389275,Medium,328,0.705971272,Environment 112
18-05-2024 23:32,5,242,5,30,11,0.589456834,Medium,368,0.861853728,Environment 4
15-05-2024 05:52,5,299,4,30,3,0.434733043,critical,44,0.744286627,Environment 83
17-05-2024 12:05,14,209,10,38,7,0.706074359,low,166,0.572161473,Environment 27
12-05-2024 05:14,5,317,0,3,5,0.790448753,critical,256,0.931273007,Environment 49
13-05-2024 14:43,7,254,1,6,13,0.654257331,critical,241,0.681745503,Environment 19
14-05-2024 21:58,12,382,5,20,15,0.573950575,low,433,0.706095798,Environment 78
18-05-2024 23:24,20,154,2,17,5,0.761675577,low,232,0.547195449,Environment 120
16-05-2024 06:44,6,189,2,5,10,0.899831501,low,245,0.898194277,Environment 28
15-05-2024 11:39,12,165,4,14,19,0.409658546,low,145,0.939857803,Environment 77
21-05-2024 01:17,12,305,1,21,7,0.819413325,critical,263,0.806594899,Environment 48
11-05-2024 21:34,6,335,8,39,18,0.821116513,Medium,360,0.561433001,Environment 57
16-05-2024 12:55,14,358,4,16,18,0.588753623,low,245,0.696367964,Environment 105
19-05-2024 10:43,19,212,8,25,12,0.363062222,Medium,338,0.575207953,Environment 96
13-05-2024 14:52,8,144,9,21,20,0.810690878,Medium,55,0.670101311,Environment 96
19-05-2024 13:29,12,294,2,12,11,0.56317079,Medium,260,0.746074786,Environment 71
19-05-2024 11:25,20,123,6,18,0,0.710137274,critical,489,0.515676259,Environment 67
18-05-2024 00:12,14,149,4,48,6,0.374939815,Medium,328,0.600475901,Environment 66
17-05-2024 14:02,6,489,1,11,10,0.407595006,Medium,86,0.929254701,Environment 53
15-05-2024 20:39,19,351,7,18,18,0.334072298,low,227,0.696831505,Environment 78
16-05-2024 17:48,15,120,8,19,0,0.322265682,Medium,407,0.748085109,Environment 38
20-05-2024 04:43,20,110,0,28,17,0.682184599,Medium,229,0.526538499,Environment 85
14-05-2024 15:16,19,292,1,35,13,0.58091387,low,400,0.520734613,Environment 70
14-05-2024 15:48,9,166,3,38,2,0.738256143,Medium,455,0.515342602,Environment 99
14-05-2024 05:41,19,366,10,19,14,0.85754372,low,274,0.739406009,Environment 71
16-05-2024 15:19,6,239,3,49,8,0.693848464,low,321,0.519331358,Environment 28
18-05-2024 12:49,9,418,10,39,7,0.597929367,Medium,107,0.504498839,Environment 87
21-05-2024 07:44,17,309,4,19,6,0.385189344,critical,464,0.59138203,Environment 119
16-05-2024 11:01,17,305,4,36,7,0.634538352,critical,115,0.925051052,Environment 101
18-05-2024 09:14,12,416,7,5,3,0.903991412,critical,494,0.888180646,Environment 106
17-05-2024 07:49,6,480,8,22,2,0.83404046,critical,347,0.65999564,Environment 75
17-05-2024 20:38,14,243,2,33,10,0.859863487,low,74,0.635323839,Environment 98
12-05-2024 12:58,5,329,8,24,11,0.449433152,Medium,489,0.663713875,Environment 62
21-05-2024 12:45,8,159,9,42,13,0.448007557,Medium,72,0.506413058,Environment 37
17-05-2024 14:00,17,428,9,44,3,0.826030166,Medium,60,0.644803069,Environment 64
13-05-2024 13:40,5,485,7,47,3,0.844673694,Medium,135,0.602576833,Environment 89
19-05-2024 07:23,17,164,0,19,17,0.786941703,low,198,0.546903904,Environment 97
18-05-2024 10:39,7,112,7,43,4,0.832581058,Medium,234,0.886337385,Environment 109
14-05-2024 22:37,17,491,1,37,6,0.323653328,critical,308,0.614154012,Environment 24
19-05-2024 08:34,11,178,0,31,11,0.709609715,critical,436,0.513795086,Environment 9
20-05-2024 17:03,9,103,10,2,5,0.460136225,low,441,0.612815345,Environment 89
18-05-2024 09:22,13,120,3,30,0,0.544302624,critical,163,0.762278145,Environment 101
20-05-2024 06:44,13,387,6,27,6,0.584141582,Medium,215,0.915490583,Environment 116
18-05-2024 15:28,20,474,4,1,9,0.354929386,Medium,117,0.640680146,Environment 41
19-05-2024 15:56,5,213,9,30,0,0.743222713,low,243,0.688866984,Environment 70
14-05-2024 04:35,19,191,4,35,15,0.338719553,low,427,0.925899975,Environment 19
13-05-2024 01:39,12,254,4,27,2,0.387842504,critical,232,0.807034846,Environment 11
18-05-2024 00:31,9,442,1,16,13,0.636126451,critical,55,0.631593754,Environment 85
19-05-2024 10:42,17,226,10,49,9,0.949457119,critical,437,0.903145402,Environment 99
13-05-2024 05:33,20,156,6,4,17,0.375051401,Medium,132,0.773846059,Environment 41
13-05-2024 07:48,17,195,8,28,5,0.75714094,Medium,291,0.73996242,Environment 45
13-05-2024 04:23,13,382,2,29,1,0.467697969,critical,144,0.511577615,Environment 14
20-05-2024 06:14,16,288,9,29,0,0.451364444,Medium,115,0.567655775,Environment 107
18-05-2024 23:55,18,400,7,13,6,0.437483347,Medium,189,0.712470087,Environment 74
17-05-2024 08:43,19,169,4,37,2,0.808835738,critical,335,0.810258702,Environment 102
14-05-2024 15:04,15,258,8,7,16,0.651046768,low,147,0.811165337,Environment 58
12-05-2024 12:40,9,156,9,26,17,0.38096363,critical,444,0.653817028,Environment 45
14-05-2024 20:30,7,261,4,33,7,0.344100619,Medium,45,0.811492616,Environment 40
15-05-2024 15:24,9,352,10,36,0,0.314333853,low,470,0.784343309,Environment 49
20-05-2024 00:24,20,253,7,41,1,0.763891573,critical,80,0.927895007,Environment 41
17-05-2024 06:01,16,159,1,33,14,0.829876486,low,227,0.875167457,Environment 98
20-05-2024 13:38,20,288,10,21,19,0.529045653,Medium,113,0.886780502,Environment 107
19-05-2024 15:51,20,139,4,13,17,0.675601295,Medium,345,0.686814099,Environment 52
19-05-2024 19:31,6,141,2,28,7,0.319718697,Medium,171,0.640885123,Environment 40
19-05-2024 22:07,5,447,5,34,17,0.410021642,low,111,0.734932765,Environment 116
17-05-2024 09:51,13,237,8,2,8,0.537905913,critical,121,0.930679706,Environment 34
13-05-2024 06:10,11,297,9,29,7,0.850252759,low,102,0.536285941,Environment 93
20-05-2024 07:31,10,428,2,40,0,0.524004493,Medium,256,0.64070363,Environment 75
20-05-2024 18:51,18,219,9,29,16,0.805635127,low,260,0.686779529,Environment 44
21-05-2024 11:53,6,490,9,27,11,0.791297985,Medium,401,0.509114456,Environment 18
14-05-2024 19:29,20,106,8,23,11,0.802599197,low,460,0.793006647,Environment 27
15-05-2024 16:57,7,471,2,48,11,0.521807497,critical,393,0.827909728,Environment 5
21-05-2024 11:09,9,244,7,17,0,0.379878484,low,159,0.556063868,Environment 11
18-05-2024 14:44,16,392,5,24,0,0.882885774,critical,421,0.815218662,Environment 10
18-05-2024 13:40,9,123,0,20,16,0.794735633,Medium,132,0.78742365,Environment 81
11-05-2024 22:53,20,207,4,7,10,0.361035514,low,244,0.883450637,Environment 52
20-05-2024 21:21,6,184,9,24,12,0.828058105,low,350,0.550150002,Environment 88
20-05-2024 12:01,15,446,9,25,5,0.690208168,low,286,0.596912405,Environment 46
13-05-2024 15:10,12,304,5,5,16,0.635177733,critical,362,0.585251271,Environment 36
14-05-2024 01:45,17,210,7,42,11,0.343601041,Medium,478,0.620576567,Environment 90
15-05-2024 00:26,18,187,9,5,1,0.8361497,low,463,0.600985258,Environment 118
17-05-2024 22:24,9,344,10,49,13,0.573581935,critical,260,0.723143914,Environment 112
12-05-2024 15:57,12,248,5,28,10,0.350894135,critical,490,0.596842076,Environment 32
20-05-2024 11:01,18,364,2,42,18,0.731008906,low,494,0.5817762,Environment 76
16-05-2024 14:57,16,279,9,10,4,0.522854772,low,66,0.722222263,Environment 66
11-05-2024 18:34,18,480,8,48,2,0.736487503,critical,110,0.852854148,Environment 57
12-05-2024 13:37,7,393,10,22,2,0.58164184,critical,213,0.803014524,Environment 41
18-05-2024 03:48,15,240,9,45,6,0.769078725,Medium,286,0.708297296,Environment 94
11-05-2024 18:41,15,392,9,33,0,0.809648522,critical,225,0.883492243,Environment 95
19-05-2024 09:45,11,217,3,27,9,0.734303829,critical,246,0.668249186,Environment 109
19-05-2024 09:35,16,490,5,5,16,0.941933838,low,496,0.883042091,Environment 72
15-05-2024 10:44,16,417,0,15,8,0.326050088,Medium,278,0.742730006,Environment 7
12-05-2024 03:44,20,389,8,44,6,0.323083575,critical,282,0.610792146,Environment 39
12-05-2024 21:08,18,409,2,25,3,0.427616001,low,341,0.514999605,Environment 93
21-05-2024 06:50,16,425,1,12,10,0.416688884,low,50,0.722219945,Environment 15
21-05-2024 00:55,18,426,1,35,10,0.928008453,critical,185,0.721431316,Environment 117
17-05-2024 21:48,13,480,10,25,1,0.344579054,critical,312,0.841953058,Environment 25
14-05-2024 03:35,5,108,2,1,11,0.451342514,Medium,295,0.786971134,Environment 3
17-05-2024 04:30,16,308,2,12,2,0.781599415,Medium,131,0.549646994,Environment 89
18-05-2024 01:10,6,142,7,27,5,0.50458464,Medium,206,0.546332353,Environment 30
12-05-2024 15:51,10,379,6,9,5,0.682372887,Medium,140,0.660514062,Environment 49
19-05-2024 12:51,7,433,3,48,1,0.688940607,low,285,0.658480559,Environment 70
19-05-2024 19:55,18,368,10,4,19,0.911869045,low,100,0.558156452,Environment 28
17-05-2024 23:13,18,125,4,35,4,0.830133648,low,165,0.681252518,Environment 47
20-05-2024 18:25,13,416,7,26,10,0.719696356,low,89,0.571289416,Environment 67
15-05-2024 05:20,17,117,8,31,8,0.903193299,low,235,0.85491422,Environment 75
21-05-2024 01:43,11,286,8,26,1,0.304977104,critical,407,0.728430708,Environment 117
14-05-2024 02:12,5,493,8,35,14,0.824848771,critical,106,0.606269224,Environment 98
14-05-2024 11:02,15,103,4,32,9,0.949901869,Medium,142,0.919074665,Environment 65
12-05-2024 04:29,11,307,10,14,2,0.829579101,critical,208,0.512763521,Environment 20
14-05-2024 06:45,15,475,7,10,19,0.869726594,low,241,0.881866267,Environment 117
18-05-2024 07:08,17,207,9,36,10,0.728616762,critical,264,0.789275641,Environment 107
12-05-2024 18:44,20,498,4,10,11,0.719010318,critical,90,0.744691424,Environment 16
20-05-2024 16:47,15,405,7,21,4,0.745367841,critical,402,0.544985725,Environment 118
19-05-2024 17:07,15,150,8,48,19,0.914194005,critical,214,0.666375395,Environment 112
18-05-2024 10:23,11,258,7,36,18,0.838783957,Medium,163,0.846858091,Environment 32
18-05-2024 09:54,13,231,6,21,4,0.399035274,Medium,64,0.6942452,Environment 50
20-05-2024 06:04,7,336,2,40,0,0.706883805,Medium,360,0.642012205,Environment 52
13-05-2024 00:11,7,362,10,11,2,0.924800872,low,233,0.723136015,Environment 21
15-05-2024 12:10,11,406,9,38,19,0.723255387,Medium,335,0.850628982,Environment 94
12-05-2024 12:53,11,245,3,17,15,0.562712182,low,293,0.701295298,Environment 97
21-05-2024 09:17,14,206,7,38,6,0.639815628,low,431,0.874035273,Environment 96
15-05-2024 11:43,5,294,6,4,5,0.945881105,Medium,440,0.720359953,Environment 44
20-05-2024 20:43,10,460,6,50,20,0.505257769,critical,469,0.659580809,Environment 119
18-05-2024 19:43,13,488,4,48,7,0.525812747,Medium,252,0.527836818,Environment 16
12-05-2024 08:55,8,180,9,19,3,0.923724395,Medium,100,0.815123543,Environment 80
21-05-2024 14:35,11,307,4,3,15,0.625204505,Medium,243,0.920733379,Environment 113
18-05-2024 02:14,15,399,8,26,14,0.669638184,critical,381,0.823814734,Environment 57
13-05-2024 10:32,20,398,4,35,14,0.488841193,low,468,0.925196329,Environment 22
15-05-2024 23:27,14,314,9,9,19,0.933687729,Medium,192,0.615443036,Environment 89
12-05-2024 04:21,5,387,4,9,4,0.793304513,critical,444,0.792469462,Environment 12
12-05-2024 03:25,20,403,1,24,19,0.80765869,Medium,66,0.946196304,Environment 98
14-05-2024 14:48,19,271,0,31,18,0.435499985,critical,185,0.929606954,Environment 6
13-05-2024 08:41,16,329,7,35,12,0.703479628,low,497,0.666400494,Environment 16
14-05-2024 18:24,12,241,5,42,11,0.397595653,Medium,279,0.874355757,Environment 64
14-05-2024 19:17,13,323,4,12,19,0.589870085,critical,139,0.929757306,Environment 83
13-05-2024 02:27,20,225,5,34,16,0.611820087,low,192,0.597238152,Environment 65
14-05-2024 10:26,12,145,3,47,20,0.372255331,critical,274,0.537280064,Environment 17
17-05-2024 10:49,12,168,2,28,0,0.814900262,low,373,0.743204093,Environment 44
16-05-2024 18:52,18,409,7,18,20,0.623248865,Medium,211,0.744818569,Environment 5
14-05-2024 03:50,6,415,1,14,11,0.374543882,low,389,0.880029006,Environment 25
15-05-2024 08:54,7,399,9,6,15,0.699903749,critical,380,0.817623329,Environment 7
18-05-2024 09:39,20,375,2,3,20,0.883904726,critical,490,0.642272703,Environment 58
13-05-2024 17:25,6,149,6,17,20,0.331676784,critical,260,0.731688306,Environment 58
15-05-2024 05:04,11,488,9,18,8,0.56486666,low,203,0.751397555,Environment 104
20-05-2024 06:10,17,371,0,38,9,0.815650012,low,315,0.534971152,Environment 112
16-05-2024 17:52,10,439,7,30,9,0.869463457,Medium,105,0.594857743,Environment 76
12-05-2024 06:21,20,335,8,19,4,0.719637465,low,353,0.823205211,Environment 109
13-05-2024 09:05,7,396,2,27,15,0.478558981,low,73,0.508316026,Environment 80
20-05-2024 16:19,16,231,7,41,0,0.903101372,low,105,0.732618114,Environment 22
16-05-2024 10:30,8,178,3,3,7,0.360523944,critical,430,0.516109194,Environment 6
15-05-2024 03:08,7,484,1,48,16,0.865548139,critical,79,0.551938446,Environment 3
14-05-2024 05:43,14,163,10,3,10,0.622742872,critical,301,0.826932581,Environment 58
14-05-2024 18:15,14,319,0,46,9,0.659894338,low,132,0.84245542,Environment 71
19-05-2024 21:06,19,349,0,35,20,0.727798672,low,183,0.732721123,Environment 73
16-05-2024 17:20,14,408,0,38,0,0.904172507,critical,230,0.894645872,Environment 99
13-05-2024 19:56,13,120,7,36,10,0.759241391,Medium,496,0.517395538,Environment 7
17-05-2024 17:52,8,391,3,6,2,0.604699261,low,468,0.790180033,Environment 64
11-05-2024 20:14,7,222,1,49,7,0.507327194,low,368,0.697042607,Environment 73
18-05-2024 20:26,10,176,1,41,2,0.691813564,Medium,334,0.704326963,Environment 120
14-05-2024 14:45,18,160,10,13,8,0.773689201,critical,281,0.636780373,Environment 84
15-05-2024 18:31,17,208,8,32,5,0.945835687,low,286,0.746570686,Environment 14
13-05-2024 08:05,10,353,10,19,5,0.619854002,Medium,482,0.847825033,Environment 46
18-05-2024 18:57,15,226,0,43,12,0.69338442,critical,482,0.604286653,Environment 63
12-05-2024 19:01,5,386,2,8,7,0.460505478,critical,115,0.576249392,Environment 87
13-05-2024 19:39,20,269,6,11,17,0.385214619,low,101,0.699029023,Environment 82
14-05-2024 13:44,17,178,3,45,12,0.727593453,low,265,0.507111209,Environment 95
13-05-2024 01:01,15,425,6,46,15,0.673774011,Medium,472,0.504235193,Environment 3
13-05-2024 03:11,15,169,3,40,18,0.415181719,Medium,445,0.607755691,Environment 4
20-05-2024 22:47,14,204,0,48,6,0.665132604,critical,436,0.946298429,Environment 1
17-05-2024 08:03,11,114,2,49,19,0.57481093,low,193,0.574354614,Environment 115
12-05-2024 02:54,17,339,3,27,20,0.895153671,low,206,0.829318607,Environment 8
15-05-2024 05:26,9,163,10,10,20,0.318489067,Medium,193,0.564344203,Environment 101
16-05-2024 03:54,5,370,3,5,10,0.317117982,critical,251,0.525569472,Environment 53
14-05-2024 20:44,8,215,7,4,9,0.912929527,Medium,259,0.936324242,Environment 6
17-05-2024 15:45,15,281,8,12,19,0.624544717,Medium,281,0.783949823,Environment 91
21-05-2024 00:51,17,193,7,21,13,0.808020611,critical,254,0.767612588,Environment 88
21-05-2024 09:49,8,192,8,35,15,0.596047516,Medium,45,0.854476528,Environment 39
13-05-2024 00:18,10,219,8,11,4,0.420904381,critical,73,0.743512601,Environment 86
15-05-2024 21:51,15,442,4,14,7,0.569116931,low,494,0.931071895,Environment 37
16-05-2024 10:10,15,456,0,40,7,0.692906566,Medium,226,0.876301801,Environment 77
17-05-2024 17:04,12,125,4,19,15,0.903576032,Medium,462,0.791436913,Environment 14
11-05-2024 18:16,14,401,6,35,2,0.667906384,Medium,143,0.716538959,Environment 80
15-05-2024 10:34,19,486,3,41,18,0.859105456,low,410,0.904986493,Environment 7
16-05-2024 07:08,6,179,1,35,11,0.878365389,critical,325,0.825365209,Environment 39
13-05-2024 12:05,12,133,0,14,3,0.935073915,Medium,430,0.751470993,Environment 41
14-05-2024 17:43,10,262,1,47,12,0.607423177,critical,228,0.687045038,Environment 115
17-05-2024 04:27,9,450,5,3,4,0.786318227,Medium,235,0.503033485,Environment 81
17-05-2024 13:43,16,341,3,29,13,0.650372759,low,419,0.712465852,Environment 41
16-05-2024 08:45,15,487,10,50,18,0.654873229,Medium,73,0.791504663,Environment 47
17-05-2024 20:37,17,238,9,47,11,0.528545011,Medium,437,0.772527812,Environment 74
18-05-2024 04:38,6,114,8,37,1,0.302331618,Medium,332,0.552155623,Environment 18
12-05-2024 20:46,19,332,7,38,6,0.849199814,Medium,325,0.768278827,Environment 119
18-05-2024 06:31,19,170,10,6,20,0.710664704,critical,317,0.510531185,Environment 57
15-05-2024 06:09,5,279,7,14,15,0.318948567,critical,370,0.699279181,Environment 93
13-05-2024 14:39,9,199,2,38,8,0.813931855,low,370,0.757626098,Environment 89
18-05-2024 10:06,15,216,1,21,11,0.560651768,Medium,478,0.734883419,Environment 28
15-05-2024 18:53,16,439,8,31,7,0.842512837,low,216,0.574247968,Environment 113
12-05-2024 23:56,11,119,6,36,14,0.453822944,critical,86,0.831955095,Environment 62
12-05-2024 13:56,20,460,0,50,3,0.864310036,Medium,222,0.614751789,Environment 62
13-05-2024 23:43,11,164,1,30,4,0.609511032,Medium,61,0.693856369,Environment 28
19-05-2024 10:19,10,385,3,28,8,0.846003387,Medium,41,0.841371637,Environment 16
19-05-2024 01:54,14,152,1,29,2,0.793213464,critical,60,0.73435721,Environment 33
14-05-2024 15:26,20,395,2,9,9,0.724278865,low,255,0.922403736,Environment 68
17-05-2024 23:47,18,222,5,39,8,0.588595702,critical,402,0.891785803,Environment 81
19-05-2024 09:24,16,401,4,28,2,0.859067128,low,207,0.644411699,Environment 9
12-05-2024 05:33,10,175,3,17,15,0.79044889,low,144,0.815243425,Environment 28
17-05-2024 14:23,19,214,10,26,20,0.828829048,low,448,0.945977553,Environment 16
21-05-2024 09:00,7,253,7,16,20,0.82950193,critical,492,0.928469013,Environment 48
21-05-2024 12:37,8,111,4,15,4,0.777410986,critical,463,0.898607961,Environment 50
13-05-2024 21:21,13,246,8,38,3,0.455992882,critical,426,0.639465525,Environment 119
14-05-2024 07:26,12,295,9,10,10,0.309734089,critical,360,0.502508968,Environment 77
14-05-2024 18:40,19,379,9,29,0,0.929190864,critical,411,0.569877671,Environment 88
19-05-2024 00:12,7,354,7,24,9,0.807660383,Medium,67,0.547219838,Environment 17
17-05-2024 14:24,13,399,3,21,17,0.909246637,low,340,0.520190247,Environment 60
20-05-2024 19:27,20,145,5,48,18,0.770914499,low,143,0.788275597,Environment 36
17-05-2024 08:27,8,366,6,14,6,0.610679696,critical,187,0.934971818,Environment 55
15-05-2024 17:11,12,496,5,41,1,0.504137331,low,112,0.591205242,Environment 69
13-05-2024 17:51,19,207,7,16,7,0.520019813,Medium,278,0.892393896,Environment 110
18-05-2024 19:09,17,432,7,29,5,0.584132602,Medium,374,0.615250736,Environment 78
13-05-2024 06:10,8,176,2,19,6,0.367153869,critical,114,0.500124227,Environment 87
14-05-2024 17:50,7,367,6,21,7,0.628820535,low,464,0.672995986,Environment 117
12-05-2024 06:25,9,315,4,6,3,0.552708497,critical,107,0.507759965,Environment 84
14-05-2024 02:41,16,317,4,20,2,0.894911598,critical,245,0.709376342,Environment 104
15-05-2024 10:47,16,305,8,39,2,0.514794896,low,134,0.704710009,Environment 101
12-05-2024 02:57,19,276,6,10,20,0.383333428,critical,101,0.722095207,Environment 5
15-05-2024 22:02,11,201,0,26,5,0.637305438,Medium,196,0.811087258,Environment 69
13-05-2024 03:38,6,253,5,48,11,0.513707905,Medium,455,0.71089132,Environment 37
19-05-2024 18:45,12,279,2,1,15,0.812724139,Medium,331,0.864438307,Environment 88
14-05-2024 17:49,19,138,8,46,17,0.410149073,critical,443,0.638861215,Environment 6
19-05-2024 11:58,14,277,9,19,19,0.722376541,low,95,0.568117395,Environment 109
19-05-2024 08:39,19,205,0,11,12,0.580146255,critical,64,0.732643612,Environment 75
20-05-2024 07:55,10,120,5,7,19,0.447562383,low,118,0.835848036,Environment 48
17-05-2024 20:35,13,240,0,25,17,0.608660482,Medium,216,0.944354602,Environment 116
19-05-2024 19:01,11,241,4,43,18,0.948826702,Medium,120,0.760462559,Environment 104
20-05-2024 21:15,16,364,3,36,9,0.744585316,low,203,0.676885778,Environment 54
13-05-2024 22:35,18,135,0,4,7,0.531394709,Medium,353,0.5555308,Environment 4
11-05-2024 23:34,11,385,9,26,10,0.422071931,critical,52,0.918989627,Environment 76
17-05-2024 14:46,14,385,1,19,19,0.605183302,low,297,0.891045833,Environment 63
21-05-2024 13:22,14,332,0,13,4,0.386652764,low,438,0.608435789,Environment 11
14-05-2024 22:28,10,469,3,45,13,0.638953906,critical,498,0.935138087,Environment 10
19-05-2024 07:02,6,407,6,44,2,0.404578017,critical,103,0.948054017,Environment 84
16-05-2024 13:35,18,309,7,37,15,0.782302264,low,379,0.840885658,Environment 46
18-05-2024 16:11,15,111,3,3,0,0.526648227,critical,186,0.660640891,Environment 17
11-05-2024 22:44,12,362,0,38,2,0.831157648,Medium,255,0.537537186,Environment 120
17-05-2024 20:41,14,441,0,27,10,0.336824814,Medium,343,0.762821442,Environment 74
12-05-2024 02:29,14,289,3,21,13,0.533536384,low,419,0.790141186,Environment 49
20-05-2024 02:43,5,377,5,25,14,0.924945351,low,224,0.583694495,Environment 84
18-05-2024 02:37,12,400,9,13,14,0.358908959,low,422,0.810464805,Environment 103
17-05-2024 22:43,11,373,4,31,10,0.713720819,low,260,0.909293521,Environment 5
15-05-2024 13:59,6,313,1,34,12,0.450913611,low,227,0.544645056,Environment 50
17-05-2024 18:04,19,382,3,27,2,0.742908085,critical,230,0.837086796,Environment 72
20-05-2024 01:55,19,470,0,42,20,0.448604942,low,324,0.622004396,Environment 76
19-05-2024 15:55,15,480,4,50,8,0.876528086,critical,285,0.572224171,Environment 68
13-05-2024 04:32,5,338,9,28,9,0.809594821,Medium,418,0.798056113,Environment 68
15-05-2024 22:15,10,398,9,12,20,0.737872288,Medium,326,0.892570169,Environment 45
13-05-2024 05:02,6,363,1,21,19,0.605303141,Medium,162,0.796896802,Environment 74
12-05-2024 04:24,6,290,2,37,20,0.816115929,critical,205,0.632608456,Environment 69
12-05-2024 05:37,13,316,9,33,18,0.540219381,critical,190,0.775646929,Environment 81
11-05-2024 20:30,20,428,7,26,6,0.895523054,low,229,0.88441627,Environment 14
13-05-2024 12:53,5,370,3,29,9,0.446928597,low,218,0.849453857,Environment 67
13-05-2024 18:56,6,434,1,50,13,0.59019613,Medium,274,0.765315785,Environment 9
12-05-2024 23:31,6,465,10,30,11,0.658249968,Medium,297,0.949824611,Environment 73
14-05-2024 18:02,17,399,4,35,0,0.724468988,critical,437,0.751331503,Environment 111
17-05-2024 19:28,8,329,1,12,17,0.447417627,low,364,0.545431975,Environment 85
18-05-2024 07:12,17,371,10,47,9,0.65993858,low,248,0.601220641,Environment 10
15-05-2024 22:20,10,324,0,21,10,0.769093873,Medium,386,0.811673037,Environment 114
13-05-2024 16:15,14,167,4,9,12,0.798001307,critical,318,0.781547145,Environment 73
13-05-2024 23:36,15,297,3,11,15,0.368615297,critical,126,0.764655745,Environment 87
14-05-2024 02:02,12,223,8,22,13,0.507232675,low,88,0.788985412,Environment 14
19-05-2024 06:59,14,464,10,45,8,0.675198986,Medium,349,0.678611531,Environment 7
16-05-2024 20:53,10,322,0,12,13,0.431616218,Medium,330,0.718268608,Environment 109
